index,num,titulo,url,campo,antes,despues,evidencia
146,000147,Close Combat: A Bridge Too Far,juegos/close-combat-a-bridge-too-far-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue editada por ERBE Software || tags: edición española
146,000147,Close Combat: A Bridge Too Far,juegos/close-combat-a-bridge-too-far-bigbox/,idioma,[],"[""Español"", ""Inglés""]","incluye: Manual en español || tags: manual en español || tags: software en inglés || descripcion: Esta edición española en caja grande fue editada por ERBE Software, incorpora manual en español y mantiene el software en inglés, tal como se especifica en la propia edición"
146,000147,Close Combat: A Bridge Too Far,juegos/close-combat-a-bridge-too-far-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
147,000148,Dune 2000,juegos/dune-2000-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición física española en formato Big Box fue publicada por Virgin Interactive y distribuida localmente por Electronic Arts Software || tags: edición española
147,000148,Dune 2000,juegos/dune-2000-bigbox/,idioma,[],"[""Español""]","incluye: Manual en castellano || tags: traducido al castellano || tags: doblado al castellano || descripcion: Esta edición física española en formato Big Box fue publicada por Virgin Interactive y distribuida localmente por Electronic Arts Software, con juego traducido y doblado al castellano"
147,000148,Dune 2000,juegos/dune-2000-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja Jewel Case
148,000149,Drácula: Resurrección,juegos/dracula-resurreccion-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española para PC CD-ROM se comercializó en caja grande y conserva especial interés documental por su localización al castellano y por representar la etapa de producción conjunta entre Index+ || tags: edición española
148,000149,Drácula: Resurrección,juegos/dracula-resurreccion-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
149,000150,Drácula II: El último santuario,juegos/dracula-ii-el-ultimo-santuario-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española Big Box distribuida por Friendware destaca por ofrecer textos y voces en castellano y por presentarse en dos CD-ROM || tags: edición española
149,000150,Drácula II: El último santuario,juegos/dracula-ii-el-ultimo-santuario-bigbox/,idioma,[],"[""Español""]","tags: textos y voces en castellano || descripcion: Esta edición española Big Box distribuida por Friendware destaca por ofrecer textos y voces en castellano y por presentarse en dos CD-ROM, constituyendo una edición representativa de la aventura gráfica europea en CD-ROM de comienzos de los años 2000"
149,000150,Drácula II: El último santuario,juegos/dracula-ii-el-ultimo-santuario-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
150,000151,Fighting Steel,juegos/fighting-steel-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Proein e incluye manual en castellano || tags: edición española
150,000151,Fighting Steel,juegos/fighting-steel-bigbox/,idioma,[],"[""Español"", ""Inglés""]","incluye: Manual de instrucciones en castellano || tags: manual en castellano || tags: software en inglés || descripcion: Esta edición española en caja grande fue distribuida por Proein e incluye manual en castellano, aunque el software permanece en inglés, circunstancia relevante para documentar su localización comercial"
150,000151,Fighting Steel,juegos/fighting-steel-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
151,000152,MiG-29 Fulcrum,juegos/mig-29-fulcrum-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Erbe Software e incluye documentación localizada al castellano || tags: edición española
151,000152,MiG-29 Fulcrum,juegos/mig-29-fulcrum-bigbox/,idioma,[],"[""Español""]","incluye: Manual del usuario en castellano || tags: manuales en castellano || descripcion: Esta edición española en caja grande fue distribuida por Erbe Software e incluye documentación localizada al castellano, constituyendo una pieza representativa del auge de los simuladores militares para PC y del juego en línea previo a la consolidación de los servicios multijugador modernos"
151,000152,MiG-29 Fulcrum,juegos/mig-29-fulcrum-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
152,000153,Star Wars: X-Wing vs. TIE Fighter,juegos/x-wing-vs-tie-fighter-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por ERBE Software e incorpora un segundo CD-ROM destinado a facilitar el modo multijugador || tags: edición española
152,000153,Star Wars: X-Wing vs. TIE Fighter,juegos/x-wing-vs-tie-fighter-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición española en caja grande fue distribuida por ERBE Software e incorpora un segundo CD-ROM destinado a facilitar el modo multijugador, además de documentación localizada al castellano"
152,000153,Star Wars: X-Wing vs. TIE Fighter,juegos/x-wing-vs-tie-fighter-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
153,000154,Star Wars: TIE Fighter - Coleccionistas del CD-ROM,juegos/star-wars-tie-fighter-coleccionistas-del-cd-rom-bigbox/,mercado,[],"[""España""]",descripcion: La edición española en caja grande fue distribuida por Erbe Software || tags: edición española
153,000154,Star Wars: TIE Fighter - Coleccionistas del CD-ROM,juegos/star-wars-tie-fighter-coleccionistas-del-cd-rom-bigbox/,idioma,[],"[""Inglés""]","descripcion: Esta versión reúne la campaña original, la expansión Defender of the Empire y la campaña adicional Enemies of the Empire, superando las cien misiones e incorporando gráficos en alta resolución, nuevas secuencias animadas y voces digitalizadas en inglés"
153,000154,Star Wars: TIE Fighter - Coleccionistas del CD-ROM,juegos/star-wars-tie-fighter-coleccionistas-del-cd-rom-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 1 CD-ROM en estuche jewel case
153,000154,Star Wars: TIE Fighter - Coleccionistas del CD-ROM,juegos/star-wars-tie-fighter-coleccionistas-del-cd-rom-bigbox/,tipo_edicion,[],"[""Compilación""]","descripcion: Edición recopilatoria y ampliada en CD-ROM de Star Wars: TIE Fighter, simulador de combate espacial publicado en 1995 y desarrollado por Totally Games bajo la dirección de Lawrence Holland"
154,000155,Star Wars: Episodio I - La Amenaza Fantasma,juegos/star-wars-episodio-i-la-amenaza-fantasma-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande fue distribuida por Electronic Arts Software y presenta el juego traducido y doblado al castellano || tags: edición española
154,000155,Star Wars: Episodio I - La Amenaza Fantasma,juegos/star-wars-episodio-i-la-amenaza-fantasma-bigbox/,idioma,[],"[""Español""]","descripcion: Esta edición española en caja grande fue distribuida por Electronic Arts Software y presenta el juego traducido y doblado al castellano, constituyendo un lanzamiento representativo del auge comercial de Star Wars en PC tras el estreno cinematográfico del Episodio I"
154,000155,Star Wars: Episodio I - La Amenaza Fantasma,juegos/star-wars-episodio-i-la-amenaza-fantasma-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
155,000156,Star Wars: Force Commander,juegos/star-wars-force-commander-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande || tags: edición española
155,000156,Star Wars: Force Commander,juegos/star-wars-force-commander-bigbox/,idioma,[],"[""Español""]","tags: traducido al castellano || tags: doblado al castellano || descripcion: Esta edición española en caja grande, distribuida por Electronic Arts Software, conserva especial interés documental por estar traducida y doblada al castellano y por representar una de las apuestas de LucasArts por trasladar Star Wars al terreno de la estrategia táctica para PC CD-ROM"
155,000156,Star Wars: Force Commander,juegos/star-wars-force-commander-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
156,000157,Star Wars: Rebellion,juegos/star-wars-rebellion-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española Big Box para Windows 95 está traducida y doblada al castellano y fue distribuida en el mercado nacional por Electronic Arts || tags: edición española
156,000157,Star Wars: Rebellion,juegos/star-wars-rebellion-bigbox/,idioma,[],"[""Español""]","tags: traducido al castellano || tags: doblado al castellano || descripcion: Esta edición española Big Box para Windows 95 está traducida y doblada al castellano y fue distribuida en el mercado nacional por Electronic Arts, constituyendo una de las aproximaciones estratégicas más ambiciosas al universo Star Wars durante la etapa clásica de LucasArts"
156,000157,Star Wars: Rebellion,juegos/star-wars-rebellion-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
157,000158,Army Men: Real Combat. Plastic Men,juegos/army-men-real-combat-plastic-men-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición física europea en caja grande fue distribuida por Ubi Soft Entertainment Ltd || tags: edición europea
157,000158,Army Men: Real Combat. Plastic Men,juegos/army-men-real-combat-plastic-men-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja Jewel Case
158,000159,Army Men: In Space,juegos/army-men-in-space-bigbox/,mercado,[],"[""Europa""]",descripcion: Esta edición europea multilingüe en caja grande resulta especialmente singular por su presentación física promocional con figuras de soldados integradas en el embalaje || tags: edición europea multilingüe
158,000159,Army Men: In Space,juegos/army-men-in-space-bigbox/,idioma,[],"[""Multilingüe""]","tags: edición europea multilingüe || descripcion: Esta edición europea multilingüe en caja grande resulta especialmente singular por su presentación física promocional con figuras de soldados integradas en el embalaje, un ejemplo representativo del merchandising y de las ediciones comerciales llamativas de finales de la era clásica del PC CD-ROM"
158,000159,Army Men: In Space,juegos/army-men-in-space-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
159,000160,Army Men II,juegos/army-men-ii-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en caja grande para PC CD-ROM fue distribuida por Proein y conserva documentación localizada al castellano || tags: edición española
159,000160,Army Men II,juegos/army-men-ii-bigbox/,idioma,[],"[""Español""]","incluye: Manual del usuario en castellano || tags: manual en castellano || descripcion: Esta edición española en caja grande para PC CD-ROM fue distribuida por Proein y conserva documentación localizada al castellano, representando una de las primeras entregas que consolidaron la extensa franquicia Army Men durante la expansión de The 3DO Company a finales de los años noventa"
159,000160,Army Men II,juegos/army-men-ii-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
160,000161,Crusader: No Remorse,juegos/crusader-no-remorse-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española en formato Big Box corresponde a la versión CD-ROM para IBM PC compatibles y está expresamente traducida al castellano || tags: edición española
160,000161,Crusader: No Remorse,juegos/crusader-no-remorse-bigbox/,idioma,[],"[""Español""]","tags: traducido al castellano || descripcion: Esta edición española en formato Big Box corresponde a la versión CD-ROM para IBM PC compatibles y está expresamente traducida al castellano, constituyendo una pieza representativa de la etapa multimedia de Origin Systems bajo Electronic Arts"
160,000161,Crusader: No Remorse,juegos/crusader-no-remorse-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
161,000162,Evil Islands: Curse of the Lost Soul,juegos/evil-islands-curse-of-the-lost-soul-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición física española en caja grande fue comercializada por Ubi Soft con el sello Fishtank Interactive || tags: edición española
161,000162,Evil Islands: Curse of the Lost Soul,juegos/evil-islands-curse-of-the-lost-soul-bigbox/,idioma,[],"[""Español"", ""Inglés""]","incluye: Manual en español || tags: juego en inglés || tags: manual en español || descripcion: el juego está en inglés y el manual en español, circunstancia indicada expresamente en el embalaje"
161,000162,Evil Islands: Curse of the Lost Soul,juegos/evil-islands-curse-of-the-lost-soul-bigbox/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM en caja jewel case
162,000163,Revenant,juegos/revenant-bigbox/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Proein conserva el software original en inglés acompañado de manual en castellano y constituye una representación característica de la distribución Big Box europea de Eidos en la transición hacia el RPG de acción tridimensional || tags: edición española
162,000163,Revenant,juegos/revenant-bigbox/,idioma,[],"[""Español"", ""Inglés""]",incluye: Manual en castellano || tags: manual en castellano || tags: software en inglés || descripcion: Esta edición española distribuida por Proein conserva el software original en inglés acompañado de manual en castellano y constituye una representación característica de la distribución Big Box europea de Eidos en la transición hacia el RPG de acción tridimensional
162,000163,Revenant,juegos/revenant-bigbox/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM en caja jewel case
163,000164,Redline: Gang Warfare 2066,juegos/redline-gang-warfare-2066-bigbox/,mercado,[],"[""España"", ""Europa""]",descripcion: Accolade publicó el título y Electronic Arts asumió su distribución europea || descripcion: circunstancia reflejada en esta edición física española en caja grande || tags: edición española
